,Abs_frame,X_(px),Y_(px),Channel,Slice,Frame,xMin,yMin,xMax,yMax,NArea,IntegratedInt
0,1.0,74.90230437340036,558.8617079012594,1.0,1.0,1.0,68.0,553.0,81.0,565.0,106.0,1233073.56
1,1.0,173.50728500619948,1351.4168297193708,1.0,1.0,1.0,167.0,1346.0,179.0,1357.0,97.0,1440219.9565217393
2,1.0,344.2157885650128,1795.2665861711132,1.0,1.0,1.0,338.0,1789.0,350.0,1801.0,104.0,2010102.5625
3,1.0,367.99975308641973,1920.9901234567901,1.0,1.0,1.0,366.0,1919.0,370.0,1923.0,9.0,1760.0625
4,1.0,446.399128170387,637.012405706625,1.0,1.0,1.0,440.0,631.0,452.0,643.0,102.0,1300650.3958333333
5,1.0,538.4943361794246,1002.9184865150932,1.0,1.0,1.0,532.0,997.0,545.0,1009.0,105.0,1729056.76
6,1.0,708.6025011610667,2121.7859174926716,1.0,1.0,1.0,702.0,2116.0,715.0,2128.0,105.0,2093677.96
7,1.0,1065.976460137686,1113.9884521430158,1.0,1.0,1.0,1064.0,1112.0,1068.0,1116.0,9.0,1462.6875
8,1.0,1220.9401476002645,20.673924888759686,1.0,1.0,1.0,1215.0,15.0,1227.0,26.0,97.0,1324705.4347826089
9,1.0,1453.5162545787546,1680.4698946886447,1.0,1.0,1.0,1451.0,1678.0,1456.0,1683.0,16.0,2688.0
10,1.0,1504.9883303411132,2063.9911355475765,1.0,1.0,1.0,1502.0,2061.0,1508.0,2067.0,21.0,3213.708333333332
11,1.0,1650.0650574528893,1109.2409635275171,1.0,1.0,1.0,1643.0,1103.0,1657.0,1116.0,133.0,2944503.0
12,1.0,2012.6821992110454,212.0111768573307,1.0,1.0,1.0,2010.0,209.0,2015.0,215.0,18.0,3791.545454545456
13,1.0,2237.9918228958913,161.99960111687275,1.0,1.0,1.0,2236.0,160.0,2240.0,164.0,9.0,1256.5
