,Abs_frame,X_(px),Y_(px),Channel,Slice,Frame,xMin,yMin,xMax,yMax,NArea,IntegratedInt
0,1.0,367.9876932786368,1921.0028400126223,1.0,1.0,1.0,366.0,1919.0,370.0,1923.0,9.0,1230.0625
1,1.0,1399.9144944437533,2015.4883267348466,1.0,1.0,1.0,1394.0,2009.0,1406.0,2022.0,110.0,1664911.3599999999
2,1.0,1504.7509460406447,2063.7195515066574,1.0,1.0,1.0,1502.0,2061.0,1507.0,2066.0,15.0,2334.6000000000004
3,1.0,1912.8423400566905,287.8655007792921,1.0,1.0,1.0,1907.0,282.0,1919.0,294.0,104.0,1008770.3333333333
4,1.0,1949.7317781179079,384.6161714255555,1.0,1.0,1.0,1946.0,380.0,1954.0,389.0,45.0,61491.70588235295
5,1.0,2160.088987498807,688.6168527531253,1.0,1.0,1.0,2157.0,685.0,2163.0,692.0,27.0,5859.0
6,1.0,2253.147264227385,1576.7665565210657,1.0,1.0,1.0,2247.0,1571.0,2260.0,1583.0,107.0,1478318.7999999998
