,Abs_frame,X_(px),Y_(px),Channel,Slice,Frame,xMin,yMin,xMax,yMax,NArea,IntegratedInt
0,1.0,367.99599771297886,1920.9734133790737,1.0,1.0,1.0,366.0,1919.0,370.0,1923.0,9.0,1559.0625
1,1.0,514.5124113475177,1667.2775489971784,1.0,1.0,1.0,511.0,1663.0,518.0,1671.0,37.0,34415.799999999996
2,1.0,848.005707570925,802.4976498237368,1.0,1.0,1.0,845.0,800.0,851.0,805.0,20.0,2866.727272727272
3,1.0,1065.995269204776,1114.016445145303,1.0,1.0,1.0,1064.0,1112.0,1068.0,1116.0,9.0,1298.0
4,1.0,1357.6599697666595,184.27744086801073,1.0,1.0,1.0,1349.0,175.0,1366.0,192.0,212.0,3269717.470588235
5,1.0,1504.996472863807,2063.954488565252,1.0,1.0,1.0,1502.0,2061.0,1508.0,2067.0,21.0,3420.041666666666
6,1.0,1643.431629968823,1409.213196609509,1.0,1.0,1.0,1640.0,1405.0,1647.0,1413.0,36.0,23106.6
7,1.0,2237.9906393148776,162.00019916351326,1.0,1.0,1.0,2236.0,160.0,2240.0,164.0,9.0,1338.875
8,1.0,2366.955953426846,589.7594520664559,1.0,1.0,1.0,2361.0,584.0,2373.0,596.0,101.0,1051193.9166666667
