,Abs_frame,X_(px),Y_(px),Channel,Slice,Frame,xMin,yMin,xMax,yMax,NArea,IntegratedInt
0,1.0,368.01259181532004,1920.9829485834207,1.0,1.0,1.0,366.0,1919.0,370.0,1923.0,9.0,1852.25
1,1.0,1065.9886010362695,1114.0124352331607,1.0,1.0,1.0,1064.0,1112.0,1068.0,1116.0,9.0,1536.0625
2,1.0,1505.0102660800335,2064.0024093861302,1.0,1.0,1.0,1502.0,2061.0,1508.0,2067.0,21.0,3617.041666666668
3,1.0,1600.0054000981836,948.004745540828,1.0,1.0,1.0,1598.0,946.0,1602.0,950.0,9.0,1916.4375
4,1.0,2238.0051823416507,162.00729366602687,1.0,1.0,1.0,2236.0,160.0,2240.0,164.0,9.0,1257.875
5,1.0,2423.006270320483,1536.994194147701,1.0,1.0,1.0,2421.0,1535.0,2425.0,1539.0,9.0,1023.25
